GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:10:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00113,19:10:46,646,19:16:44,1004,00:05:58,358
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:10:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00107,19:10:13,613,19:16:46,1006,00:06:33,393
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:10:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00108,19:10:22,622,19:16:48,1008,00:06:26,386
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:10:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00115,19:10:56,656,19:16:54,1014,00:05:58,358
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:10:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00110,19:10:35,635,19:17:00,1020,00:06:25,385
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:10:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00111,19:10:36,636,19:17:03,1023,00:06:27,387
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00117,19:11:02,662,19:17:06,1026,00:06:04,364
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00116,19:11:01,661,19:17:12,1032,00:06:11,371
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00120,19:11:11,671,19:17:14,1034,00:06:03,363
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:10:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00109,19:10:30,630,19:17:16,1036,00:06:46,406
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:10:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00112,19:10:45,645,19:17:18,1038,00:06:33,393
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:10:00" "total":11 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00114,19:10:48,648,19:17:23,1043,00:06:35,395
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00122,19:11:19,679,19:17:30,1050,00:06:11,371
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00121,19:11:16,676,19:17:33,1053,00:06:17,377
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00118,19:11:04,664,19:17:35,1055,00:06:31,391
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00119,19:11:10,670,19:17:42,1062,00:06:32,392
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00125,19:11:40,700,19:17:45,1065,00:06:05,365
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00123,19:11:26,686,19:17:47,1067,00:06:21,381
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00126,19:11:41,701,19:17:49,1069,00:06:08,368
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00127,19:11:44,704,19:17:51,1071,00:06:07,367
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:11:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00124,19:11:33,693,19:18:01,1081,00:06:28,388
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00128,19:12:03,723,19:18:13,1093,00:06:10,370
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00129,19:12:11,731,19:18:15,1095,00:06:04,364
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00132,19:12:20,740,19:18:20,1100,00:06:00,360
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00136,19:12:36,756,19:18:41,1121,00:06:05,365
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00133,19:12:23,743,19:18:51,1131,00:06:28,388
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00130,19:12:13,733,19:18:53,1133,00:06:40,400
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00135,19:12:33,753,19:18:55,1135,00:06:22,382
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00131,19:12:15,735,19:18:57,1137,00:06:42,402
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00140,19:13:02,782,19:19:00,1140,00:05:58,358
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00134,19:12:32,752,19:19:03,1143,00:06:31,391
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00137,19:12:39,759,19:19:24,1164,00:06:45,405
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00141,19:13:10,790,19:19:26,1166,00:06:16,376
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00139,19:12:50,770,19:19:28,1168,00:06:38,398
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00143,19:13:17,797,19:19:32,1172,00:06:15,375
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:12:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00138,19:12:46,766,19:19:34,1174,00:06:48,408
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Route2"} "startTime":"19:10:00" "total":1 "duration":1 "startPlace":"SL_GPS" "goal":"EXIT_GPS" "conditions":["INDEXA_R2_10"]},ag00103,19:10:00,600,19:19:38,1178,00:09:38,578
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00146,19:13:35,815,19:19:48,1188,00:06:13,373
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00142,19:13:12,792,19:19:50,1190,00:06:38,398
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00149,19:13:49,829,19:19:53,1193,00:06:04,364
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00145,19:13:33,813,19:19:55,1195,00:06:22,382
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00144,19:13:26,806,19:19:58,1198,00:06:32,392
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00148,19:13:48,828,19:20:02,1202,00:06:14,374
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00150,19:13:55,835,19:20:04,1204,00:06:09,369
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00151,19:13:56,836,19:20:06,1206,00:06:10,370
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:13:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00147,19:13:47,827,19:20:10,1210,00:06:23,383
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00157,19:14:26,866,19:20:23,1223,00:05:57,357
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00152,19:14:03,843,19:20:30,1230,00:06:27,387
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00156,19:14:25,865,19:20:34,1234,00:06:09,369
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00153,19:14:04,844,19:20:41,1241,00:06:37,397
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00154,19:14:07,847,19:20:43,1243,00:06:36,396
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00161,19:14:52,892,19:20:50,1250,00:05:58,358
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00155,19:14:22,862,19:20:55,1255,00:06:33,393
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00158,19:14:45,885,19:21:06,1266,00:06:21,381
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00160,19:14:49,889,19:21:11,1271,00:06:22,382
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00162,19:14:53,893,19:21:13,1273,00:06:20,380
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00165,19:15:05,905,19:21:15,1275,00:06:10,370
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00159,19:14:48,888,19:21:17,1277,00:06:29,389
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00168,19:15:23,923,19:21:21,1281,00:05:58,358
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00166,19:15:06,906,19:21:23,1283,00:06:17,377
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00164,19:15:04,904,19:21:33,1293,00:06:29,389
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00167,19:15:17,917,19:21:35,1295,00:06:18,378
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:14:00" "total":12 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00163,19:14:57,897,19:21:44,1304,00:06:47,407
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00173,19:15:44,944,19:21:50,1310,00:06:06,366
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00172,19:15:39,939,19:21:54,1314,00:06:15,375
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00170,19:15:26,926,19:21:56,1316,00:06:30,390
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00175,19:15:52,952,19:22:00,1320,00:06:08,368
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00176,19:15:57,957,19:22:02,1322,00:06:05,365
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00171,19:15:36,936,19:22:08,1328,00:06:32,392
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00178,19:16:02,962,19:22:10,1330,00:06:08,368
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00169,19:15:25,925,19:22:12,1332,00:06:47,407
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:15:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00174,19:15:48,948,19:22:28,1348,00:06:40,400
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00179,19:16:12,972,19:22:32,1352,00:06:20,380
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Route3"} "startTime":"19:10:00" "total":1 "duration":1 "startPlace":"SL_GPS" "goal":"EXIT_GPS" "conditions":["INDEXA_R3_10"]},ag00104,19:10:00,600,19:22:34,1354,00:12:34,754
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00181,19:16:32,992,19:22:36,1356,00:06:04,364
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00177,19:16:00,960,19:22:38,1358,00:06:38,398
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00182,19:16:35,995,19:22:40,1360,00:06:05,365
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00183,19:16:41,1001,19:22:45,1365,00:06:04,364
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00186,19:16:45,1005,19:22:47,1367,00:06:02,362
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00184,19:16:42,1002,19:22:49,1369,00:06:07,367
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00180,19:16:19,979,19:22:56,1376,00:06:37,397
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00189,19:16:58,1018,19:22:58,1378,00:06:00,360
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00188,19:16:50,1010,19:23:02,1382,00:06:12,372
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:17:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00192,19:17:12,1032,19:23:16,1396,00:06:04,364
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:17:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00193,19:17:17,1037,19:23:24,1404,00:06:07,367
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00187,19:16:48,1008,19:23:26,1406,00:06:38,398
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:16:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00185,19:16:43,1003,19:23:28,1408,00:06:45,405
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:17:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00195,19:17:21,1041,19:23:32,1412,00:06:11,371
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:17:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00194,19:17:20,1040,19:23:35,1415,00:06:15,375
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:17:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00196,19:17:24,1044,19:23:37,1417,00:06:13,373
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"19:17:00" "total":13 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag00201,19:17:40,1060,19:23:40,1420,00:06:00,360
